,id,minute,possession_team,play_pattern,team,player,shot_end_location,position,location,duration,shot_one_on_one,shot_outcome,shot_type,match_id,under_pressure
49525,febcdc1a-8d72-4085-91ca-5349ac6b7731,37,Barcelona,From Free Kick,Barcelona,Rafael Márquez Álvarez,"[120.0, 32.0, 0.4]",Right Center Back,"[111.7, 41.9]",1.0909,,Off T,Open Play,68324,
49526,3043caa1-bd3b-4a17-b981-536872d5a4bc,39,Barcelona,From Throw In,Barcelona,Mark van Bommel,"[100.4, 48.8]",Right Center Midfield,"[99.3, 49.3]",0.2077,,Blocked,Open Play,68324,True
49527,e5627fd4-73bf-472b-80c4-d2ae0bac7336,44,Barcelona,From Free Kick,Barcelona,Ludovic Giuly,"[120.0, 44.0, 0.3]",Right Wing,"[112.1, 51.3]",0.856684,,Post,Open Play,68324,True
49528,4fb9a39a-8f06-4069-89c7-cc5571824637,46,Barcelona,Regular Play,Barcelona,Henrik Larsson,"[120.0, 39.0, 0.2]",Center Forward,"[115.9, 39.5]",0.8492,,Goal,Open Play,68324,
49529,0ca5d875-2684-4512-be52-7e258a8c55e6,50,Barcelona,Regular Play,Barcelona,Henrik Larsson,"[120.0, 25.3, 0.2]",Center Forward,"[109.8, 32.4]",1.167518,,Off T,Open Play,68324,
49530,71812a07-a0b2-407a-9b72-669a9dee5a56,54,Barcelona,Regular Play,Barcelona,Mark van Bommel,"[99.1, 49.4]",Right Center Midfield,"[89.4, 52.3]",0.3908,,Blocked,Open Play,68324,
49531,5a5cafe7-da6a-45e2-8389-30a3b7210086,55,Barcelona,From Free Kick,Barcelona,Andrés Iniesta Luján,"[112.6, 42.8]",Left Center Midfield,"[105.3, 42.9]",0.6151,,Blocked,Open Play,68324,True
49532,bcb479df-257b-4600-89ab-ab0c73b1a4a2,60,Deportivo Alavés,From Free Kick,Deportivo Alavés,Josu Sarriegi Zumárraga,"[120.0, 32.4, 2.7]",Right Center Back,"[102.1, 42.7]",1.7338,,Off T,Open Play,68324,
49533,67da8f84-dcdb-4214-8690-4e68e4cde54f,62,Barcelona,From Free Kick,Barcelona,Ronaldo de Assis Moreira,"[105.8, 49.9]",Left Wing,"[98.8, 56.2]",0.3626,,Blocked,Free Kick,68324,
49534,4ebc7960-6d7e-4cf5-8f93-dbddac3e0591,62,Barcelona,From Free Kick,Barcelona,Henrik Larsson,"[111.8, 45.2]",Center Forward,"[110.6, 45.4]",0.1684,,Blocked,Open Play,68324,
49535,3e773db9-568b-495e-a355-57c55fc5e9af,65,Barcelona,From Free Kick,Barcelona,Andrés Iniesta Luján,"[101.6, 26.6]",Left Center Midfield,"[100.1, 25.0]",0.2619,,Blocked,Open Play,68324,
49536,a018f0ab-5c42-4e8a-89d8-771df9edaac0,65,Barcelona,From Free Kick,Barcelona,Ludovic Giuly,"[113.1, 46.1, 1.1]",Right Wing,"[109.0, 48.9]",0.6186,,Saved to Post,Open Play,68324,True
49537,021ab8b1-9cf7-4549-b5c0-66de85741c6e,68,Barcelona,Other,Barcelona,Ronaldo de Assis Moreira,"[120.0, 35.5, 1.7]",Left Wing,"[108.1, 40.1]",0.5536,True,Off T,Penalty,68324,
49538,70597374-8652-43e3-950a-4e6d2f7f94ab,75,Barcelona,From Throw In,Barcelona,Ludovic Giuly,"[120.0, 44.1, 1.9]",Right Wing,"[104.5, 49.6]",1.3853,,Post,Open Play,68324,True
49539,d58c8f21-20a4-465c-8548-f5acbb64c8e9,80,Barcelona,Regular Play,Barcelona,Ronaldo de Assis Moreira,"[120.0, 33.8, 1.9]",Left Wing,"[92.8, 46.6]",2.0631,,Off T,Open Play,68324,
49540,9f98fbce-04e1-45c7-819e-706f158d3e63,81,Barcelona,From Counter,Barcelona,Ronaldo de Assis Moreira,"[117.5, 36.0, 0.2]",Left Wing,"[114.0, 29.4]",0.8901,True,Saved,Open Play,68324,
49541,788c4fdd-fa27-48d5-b499-3cf251b2d9fe,81,Barcelona,From Counter,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 36.9, 2.1]",Center Forward,"[115.6, 35.1]",0.4593,,Goal,Open Play,68324,
49542,e569ad53-7c4e-469e-89eb-b685bdac4129,83,Barcelona,Regular Play,Barcelona,Ludovic Giuly,"[120.0, 44.9, 3.4]",Right Wing,"[106.4, 31.1]",1.146,,Off T,Open Play,68324,
49543,5de56bde-123d-4e85-95d7-049b4d77822a,92,Barcelona,From Keeper,Barcelona,Ronaldo de Assis Moreira,"[120.0, 41.1, 4.3]",Left Wing,"[91.2, 46.1]",1.036923,,Off T,Open Play,68324,
49544,11a23942-83b3-4433-a36e-65eada9e9ee8,1,Barcelona,From Throw In,Barcelona,Anderson Luís de Souza,"[108.2, 33.4]",Left Center Midfield,"[107.8, 33.7]",0.319,,Blocked,Open Play,68320,
49545,48eb8737-1fba-47be-9fd6-e0a78cd319a5,6,Barcelona,From Free Kick,Barcelona,Thiago Motta,"[79.7, 19.9]",Right Center Midfield,"[74.1, 17.9]",0.3104,,Blocked,Free Kick,68320,
49546,2b417001-0af1-4cd4-a6a2-7f7ca5451b4c,7,Villarreal,Regular Play,Villarreal,José Joaquín Moreno Verdú,"[120.0, 34.6, 0.3]",Right Center Midfield,"[114.7, 33.9]",0.507685,,Off T,Open Play,68320,
49547,6ef44e1c-2278-4c0f-bcf8-981fc726d049,13,Villarreal,From Corner,Villarreal,José Joaquín Moreno Verdú,"[120.0, 40.8, 4.3]",Right Center Midfield,"[109.1, 32.7]",0.572641,,Off T,Open Play,68320,True
49548,f0c192b6-1dbc-434c-919e-b1c017cf33a4,18,Barcelona,Regular Play,Barcelona,Ronaldo de Assis Moreira,"[94.1, 38.6]",Left Wing,"[84.7, 36.5]",0.3494,,Blocked,Open Play,68320,
49549,e84f969e-0b1a-4e3f-9a50-0c75514b2b94,18,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 33.6, 4.0]",Right Wing,"[107.6, 29.6]",1.289977,,Off T,Open Play,68320,
49550,192643a9-b078-4d92-857f-fb7e94f2fb9f,23,Barcelona,From Free Kick,Barcelona,Ronaldo de Assis Moreira,"[118.3, 41.5, 0.2]",Left Wing,"[93.8, 16.6]",1.1077,,Saved,Free Kick,68320,
49551,8efefa35-eb2b-47c3-ba1e-f68c67249186,24,Villarreal,From Throw In,Villarreal,Juan Román Riquelme,"[95.7, 26.7]",Right Wing,"[93.8, 26.0]",0.0927,,Blocked,Open Play,68320,
49552,b728ade2-a8ef-496d-b4e3-31ba583c0049,29,Barcelona,From Free Kick,Barcelona,Ronaldo de Assis Moreira,"[120.0, 41.3, 3.4]",Left Wing,"[85.6, 28.6]",1.2929,,Off T,Free Kick,68320,
49553,80a50406-ac74-49b4-854b-fca01c8b440f,52,Barcelona,From Free Kick,Barcelona,"Samuel Eto""o Fils","[117.3, 42.3, 0.2]",Center Forward,"[91.6, 52.1]",1.1336,,Saved,Open Play,68320,
49554,382a069c-75f5-4325-b21f-6a0e7c37ca44,60,Barcelona,From Free Kick,Barcelona,Ronaldo de Assis Moreira,"[101.4, 36.8]",Left Wing,"[92.7, 32.5]",0.3959,,Blocked,Free Kick,68320,
49555,08d0aebc-17bd-44e2-8f62-45544d22be37,60,Barcelona,From Free Kick,Barcelona,Oleguer Presas Renom,"[90.5, 46.4]",Right Back,"[88.8, 46.6]",0.2174,,Blocked,Open Play,68320,
49556,791c4efc-a764-459c-8614-d16193f86e46,62,Barcelona,Regular Play,Barcelona,Anderson Luís de Souza,"[120.0, 39.9, 0.4]",Left Center Midfield,"[90.3, 48.3]",1.98938,,Goal,Open Play,68320,
49557,55b7071b-0cb5-40fe-8259-b0c80d8d7416,65,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[114.3, 41.9, 0.3]",Right Wing,"[97.7, 34.0]",0.771527,,Saved,Open Play,68320,
49558,71a89701-9fad-492b-aa12-1d6a0e3e886e,71,Villarreal,From Free Kick,Villarreal,José María Romero Poyón,"[118.8, 40.9, 1.5]",Center Attacking Midfield,"[112.1, 34.6]",0.7742,,Saved,Open Play,68320,
49559,5dd41892-6209-48d0-b0ad-f4833772e6ef,89,Villarreal,From Free Kick,Villarreal,Juan Román Riquelme,"[120.0, 36.2, 3.7]",Right Wing,"[99.8, 22.3]",0.9442,,Off T,Free Kick,68320,
49560,b7352594-7626-419f-b2f9-78c79a3405da,93,Villarreal,From Throw In,Villarreal,Roger García Junyent,"[99.8, 50.2]",Left Back,"[95.0, 50.6]",0.1442,,Blocked,Open Play,68320,
49561,f5f69765-c6e7-44e0-ba64-81006b075aa7,6,Barcelona,Regular Play,Barcelona,"Samuel Eto""o Fils","[120.0, 41.3, 4.5]",Center Forward,"[99.1, 30.0]",0.939807,,Off T,Open Play,68323,
49562,140f649b-de70-4aa9-9f0b-231abcd602ce,8,Barcelona,Regular Play,Barcelona,"Samuel Eto""o Fils","[109.0, 35.1]",Center Forward,"[107.8, 34.7]",0.1517,,Blocked,Open Play,68323,
49563,4d388fb3-ce3f-41a1-822e-58d4f1bc09f9,8,Barcelona,From Corner,Barcelona,Ronaldo de Assis Moreira,"[116.2, 80.0]",Left Wing,"[109.5, 20.9]",1.023394,,Wayward,Open Play,68323,
49564,1aa89a91-a3a6-4df2-920d-068d2328b703,11,Celta Vigo,Regular Play,Celta Vigo,Néstor Fabián Canobbio Bentaberry,"[116.3, 43.0, 0.2]",Center Attacking Midfield,"[107.0, 56.5]",0.767243,,Saved,Open Play,68323,
49565,51388466-d0a6-4c50-9288-5146a7464e4f,26,Barcelona,From Free Kick,Barcelona,Ronaldo de Assis Moreira,"[110.3, 47.5]",Left Wing,"[100.8, 51.5]",0.4384,,Blocked,Free Kick,68323,
49566,7d7b5d11-9515-45e1-8a7c-72c2028af271,26,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[118.1, 42.2, 0.8]",Right Wing,"[99.1, 49.6]",0.865509,,Saved,Open Play,68323,True
49567,4670e2be-e907-4109-ae35-5047bf2c9cbd,32,Celta Vigo,Regular Play,Celta Vigo,João Fernando Nelo,"[120.0, 36.1, 2.1]",Center Forward,"[109.7, 58.9]",0.8337,,Post,Open Play,68323,
49568,6454c421-bdac-4414-a4b2-d1c369856367,34,Celta Vigo,From Free Kick,Celta Vigo,João Fernando Nelo,"[112.9, 49.3, 0.5]",Center Forward,"[108.6, 53.5]",0.211234,True,Saved,Open Play,68323,
49569,0fa01708-0c47-4115-abe3-4d22f1591f06,37,Barcelona,From Free Kick,Barcelona,"Samuel Eto""o Fils","[120.0, 43.1, 0.9]",Center Forward,"[113.9, 23.9]",0.740763,True,Goal,Open Play,68323,
49570,1fff6ab9-b756-450d-a8e2-934e575067d2,47,Celta Vigo,Regular Play,Celta Vigo,João Fernando Nelo,"[120.0, 36.5, 4.5]",Center Forward,"[105.7, 42.6]",1.29246,True,Off T,Open Play,68323,
49571,daaaf1f8-64be-4e3a-8e19-80399d6de5a4,56,Barcelona,From Throw In,Barcelona,"Samuel Eto""o Fils","[120.0, 42.2, 2.3]",Center Forward,"[109.1, 49.9]",0.603305,,Goal,Open Play,68323,
49572,beaf2f1c-2582-4a21-ae82-586eaeac8cd3,59,Barcelona,From Free Kick,Barcelona,Anderson Luís de Souza,"[118.9, 40.9, 1.3]",Left Center Midfield,"[95.7, 25.7]",1.441445,,Saved,Free Kick,68323,
49573,9525c8cb-6796-430f-a0e5-ea66027ac2ee,65,Barcelona,Regular Play,Barcelona,José Edmílson Gomes de Moraes,"[120.0, 37.2, 5.0]",Center Defensive Midfield,"[74.4, 35.0]",1.759089,,Off T,Open Play,68323,
49574,6f0588a8-2aa0-4b38-85cd-f7ac78e3a8d7,80,Barcelona,Regular Play,Barcelona,Ludovic Giuly,"[114.4, 41.2, 0.5]",Right Wing,"[111.2, 42.9]",0.2891,,Saved,Open Play,68323,
49575,8bd9cf13-3515-4646-9f22-58a6daa52a12,81,Barcelona,From Corner,Barcelona,Carles Puyol i Saforcada,"[113.7, 35.2]",Right Center Back,"[105.1, 35.6]",0.6959,,Blocked,Open Play,68323,True
49576,ff5326cc-12ce-41ea-8a7e-bf51bbb58dae,84,Barcelona,From Free Kick,Barcelona,"Samuel Eto""o Fils","[116.6, 39.5, 1.3]",Center Forward,"[86.3, 48.8]",1.0167,,Saved,Open Play,68323,
49577,4e019026-e86a-459a-9e08-23f26ed95bbf,88,Barcelona,From Free Kick,Barcelona,Ronaldo de Assis Moreira,"[101.2, 37.4]",Left Wing,"[89.6, 37.2]",0.353,,Blocked,Free Kick,68323,
49578,7dc644ea-5945-4dd3-9965-e1483229daf9,90,Barcelona,Regular Play,Barcelona,Ludovic Giuly,"[114.7, 43.4, 0.5]",Right Wing,"[111.4, 45.5]",0.2294,,Saved,Open Play,68323,
49579,f64abf79-d71a-46c8-b295-0d4c5f7909af,1,Real Betis,Regular Play,Real Betis,Diego Tardelli Martins,"[119.6, 39.2, 0.4]",Left Wing,"[106.6, 32.2]",0.6637,,Saved,Open Play,69172,
49580,49578725-7db5-4c34-b6a8-0a97350b09bc,8,Barcelona,From Throw In,Barcelona,Andrés Iniesta Luján,"[120.0, 44.8, 5.6]",Right Center Midfield,"[90.1, 43.5]",1.468058,,Off T,Open Play,69172,True
49581,dba8bb0b-bc2c-4eba-9701-91f805d1c447,16,Barcelona,Regular Play,Barcelona,Henrik Larsson,"[120.0, 39.8, 0.2]",Center Forward,"[115.0, 37.7]",0.782917,,Goal,Open Play,69172,
49582,325abafb-8fbb-48f2-86c5-a54651324563,19,Real Betis,From Throw In,Barcelona,Juliano Haus Belletti,"[116.5, 39.6, 1.6]",Right Back,"[88.9, 50.7]",1.1494,,Saved,Open Play,69172,
49583,1931a21d-b0d6-44cd-860b-4797bbc67079,19,Barcelona,Regular Play,Barcelona,"Samuel Eto""o Fils","[115.4, 39.7, 0.2]",Right Wing,"[93.7, 22.8]",1.1528,,Saved,Open Play,69172,
49584,f02395fc-24d8-4dde-9556-d665af8c3b70,22,Barcelona,From Free Kick,Barcelona,Henrik Larsson,"[120.0, 45.3, 0.7]",Center Forward,"[113.2, 44.1]",0.388002,,Off T,Open Play,69172,
49585,98f35400-b587-4dda-be1c-53d4de65328a,24,Barcelona,From Free Kick,Barcelona,"Samuel Eto""o Fils","[115.0, 46.4, 0.5]",Right Wing,"[112.7, 47.7]",0.2285,,Saved,Open Play,69172,
49586,4833e626-9f43-403a-ad27-96db03dd6f2e,27,Real Betis,From Counter,Real Betis,Arturo García Muñoz,"[114.5, 42.7, 0.5]",Right Center Midfield,"[110.1, 46.7]",0.3692,,Saved,Open Play,69172,
49587,52465f8a-6464-45da-9252-d432adf3ac20,29,Real Betis,From Kick Off,Real Betis,Daniel Martín Alexandre,"[112.7, 40.5, 0.9]",Center Forward,"[105.2, 41.7]",0.4533,,Saved,Open Play,69172,True
49588,3a2d7051-7a20-463c-aa6a-645354c5afea,31,Real Betis,From Corner,Real Betis,Luis Fernández Gutiérrez,"[120.0, 35.4, 6.7]",Left Back,"[88.0, 25.2]",1.053058,,Off T,Open Play,69172,
49589,21a8a2b8-09a3-40cb-9c35-c199eded69b4,32,Barcelona,From Goal Kick,Barcelona,"Samuel Eto""o Fils","[111.7, 32.2]",Right Wing,"[109.4, 28.9]",0.2458,,Blocked,Open Play,69172,
49590,725e3c98-9ecf-4afd-8961-b7bd5c433747,33,Barcelona,From Free Kick,Barcelona,Ronaldo de Assis Moreira,"[98.0, 37.3]",Left Wing,"[87.2, 37.2]",0.4691,,Blocked,Free Kick,69172,
49591,3747c897-03f1-467c-a218-c420da196c0b,35,Real Betis,From Throw In,Real Betis,Arturo García Muñoz,"[120.0, 47.9, 5.4]",Right Center Midfield,"[89.6, 42.7]",0.8447,,Off T,Open Play,69172,
49592,7f96e82e-a5fe-484d-926a-aa35461a4a8a,43,Barcelona,Regular Play,Barcelona,Henrik Larsson,"[117.2, 40.0]",Center Forward,"[113.6, 40.2]",1.4853,,Blocked,Open Play,69172,
49593,8fdd3605-d7de-4455-8925-e9a0b4145653,44,Barcelona,From Corner,Barcelona,"Samuel Eto""o Fils","[120.0, 40.8, 4.1]",Right Wing,"[114.0, 36.1]",0.580673,True,Off T,Open Play,69172,
49594,ad6456ac-a16b-46cb-a9e7-db573d825f88,58,Barcelona,From Free Kick,Barcelona,Ronaldo de Assis Moreira,"[120.0, 42.4, 0.2]",Left Wing,"[92.9, 22.6]",1.1743,,Goal,Open Play,69172,
49595,bef9e4ac-38b4-4414-a783-3589406e15e7,61,Real Betis,From Free Kick,Real Betis,Joaquín Sánchez Rodríguez,"[120.0, 43.2, 0.4]",Right Wing,"[91.4, 59.1]",1.3101,,Goal,Free Kick,69172,
49596,5b779819-052c-44e2-801e-b3b37a86abdf,62,Real Betis,From Free Kick,Real Betis,Alberto Rivera Pizarro,"[106.8, 44.1]",Left Defensive Midfield,"[96.9, 47.6]",0.321701,,Blocked,Open Play,69172,
49597,a1e906fa-fba0-4aee-b736-e28ca68debdf,63,Real Betis,From Throw In,Real Betis,Luís Eduardo Schmidt,"[113.4, 37.7, 0.2]",Center Attacking Midfield,"[109.5, 36.1]",0.294,True,Saved,Open Play,69172,
49598,6f76108e-19f9-4106-b079-c0ce16a1cb85,65,Real Betis,From Throw In,Real Betis,Fernando Varela Ramos,"[118.7, 43.4, 1.8]",Right Back,"[92.9, 55.3]",0.9088,,Saved,Open Play,69172,
49599,ef5fd943-71a4-41f6-9862-db30b4edda12,69,Real Betis,From Free Kick,Real Betis,Luís Eduardo Schmidt,"[119.4, 36.7, 1.1]",Center Attacking Midfield,"[105.1, 38.5]",1.0813,,Saved,Open Play,69172,True
49600,404859a9-2a9d-46eb-a569-ce7fb74c1fc7,71,Barcelona,From Free Kick,Barcelona,Thiago Motta,"[100.1, 30.7]",Right Center Midfield,"[97.9, 30.2]",0.124,,Blocked,Open Play,69172,
49601,f3cf5a95-c836-4f76-b235-1b9053a4ac93,81,Real Betis,From Free Kick,Real Betis,Fernando Varela Ramos,"[119.1, 40.2, 0.3]",Right Back,"[87.1, 41.2]",1.1064,,Saved,Open Play,69172,
49602,88afc28b-7d5d-41ce-bcff-3bb65ba7d850,82,Barcelona,From Corner,Barcelona,Anderson Luís de Souza,"[120.0, 45.5, 0.9]",Left Center Midfield,"[95.1, 23.4]",1.90405,,Off T,Open Play,69172,
49603,93c6104a-7b7d-4217-a71f-c77144074d7e,83,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[114.6, 35.9, 0.1]",Right Wing,"[108.7, 30.9]",0.555768,,Saved,Open Play,69172,
49604,19e5ccf7-af99-404c-b80d-220e6676b940,83,Barcelona,From Counter,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 36.3, 1.2]",Right Wing,"[117.2, 32.7]",0.8236,,Goal,Open Play,69172,
49605,882d202b-22c3-473e-b0be-9ac1a491b47b,85,Barcelona,From Free Kick,Barcelona,Anderson Luís de Souza,"[101.5, 50.8]",Left Center Midfield,"[97.7, 52.2]",0.1864,,Blocked,Open Play,69172,
49606,dbda738c-2efa-4df3-a821-1e8330dbe5bb,88,Barcelona,From Free Kick,Barcelona,"Samuel Eto""o Fils","[119.9, 46.9, 5.4]",Center Forward,"[89.4, 54.2]",1.218733,,Off T,Free Kick,69172,
49607,596d7f61-474b-4f10-94c6-21ed71dbb479,0,Barcelona,From Kick Off,Barcelona,"Samuel Eto""o Fils","[120.0, 37.5, 0.2]",Center Forward,"[94.8, 30.5]",0.652295,,Goal,Open Play,68339,
49608,7e3a96c4-3b8e-4bcf-a73f-b118e34c5624,7,Getafe,From Free Kick,Getafe,Daniel González Güiza,"[120.0, 47.4, 4.0]",Center Forward,"[109.6, 31.7]",0.450992,,Off T,Open Play,68339,
49609,05c60a84-0b3a-4673-89e2-59331a08432f,9,Barcelona,From Corner,Barcelona,Thiago Motta,"[119.0, 37.2, 1.3]",Center Defensive Midfield,"[111.3, 29.6]",0.5988,,Saved,Open Play,68339,
49610,e395ae14-636b-4ecf-8c97-1d7e508ac9a4,17,Barcelona,Regular Play,Barcelona,Ronaldo de Assis Moreira,"[113.9, 38.2, 0.9]",Left Wing,"[83.4, 31.3]",1.102754,,Saved,Open Play,68339,
49611,911823d1-94c2-42f6-a861-63b0446a4656,19,Getafe,From Corner,Getafe,Daniel González Güiza,"[118.8, 41.7, 0.6]",Center Forward,"[103.1, 40.9]",0.828966,,Saved,Open Play,68339,True
49612,bd730bde-5dcd-417c-9ffb-68629b662f20,31,Getafe,From Free Kick,Getafe,Mario Gutiérrez Cotelo,"[120.0, 42.9, 6.0]",Right Wing,"[107.1, 15.2]",1.314062,,Off T,Free Kick,68339,
49613,9153e952-e4e5-4b3a-97b7-03e4596816d9,41,Barcelona,From Corner,Barcelona,Thiago Motta,"[117.3, 39.6, 1.4]",Center Defensive Midfield,"[116.3, 40.1]",0.006332,,Saved,Open Play,68339,
49614,b642c0c1-ae57-48b5-a7aa-3a044c737a65,61,Barcelona,Regular Play,Barcelona,Ludovic Giuly,"[120.0, 37.6, 0.2]",Right Wing,"[112.1, 38.6]",0.464771,,Goal,Open Play,68339,
49615,d6128449-e67b-4a52-b77a-3484ed2dddc5,70,Barcelona,From Free Kick,Barcelona,Thiago Motta,"[120.0, 43.1, 1.3]",Center Defensive Midfield,"[95.0, 58.4]",1.46544,,Goal,Free Kick,68339,
49616,1a64559e-6106-4e5d-84a1-617d6ebc20d1,73,Getafe,From Corner,Getafe,Iván Sánchez Rico Soto,"[120.0, 30.2, 1.7]",Left Wing,"[111.2, 42.1]",1.272569,,Off T,Open Play,68339,True
49617,56db4f35-d333-40e2-bf12-e499e0d89e39,82,Getafe,From Throw In,Getafe,Gheorghe Craioveanu,"[120.0, 37.2, 3.8]",Center Forward,"[88.8, 30.0]",1.762402,,Off T,Open Play,68339,
49618,f38ad658-f927-4449-aa8e-ed7b825ccc19,84,Barcelona,From Free Kick,Barcelona,Ronaldo de Assis Moreira,"[99.0, 46.1]",Left Wing,"[86.3, 49.8]",0.422,,Blocked,Free Kick,68339,
49619,2d6c8442-b433-4e62-8dbc-afdf838a1019,85,Barcelona,From Corner,Barcelona,Andrés Iniesta Luján,"[120.0, 27.9, 6.0]",Left Center Midfield,"[92.4, 37.7]",1.459909,,Off T,Open Play,68339,
49620,20e64882-e427-441c-840f-b95a70fa9468,87,Barcelona,From Throw In,Barcelona,"Samuel Eto""o Fils","[97.8, 35.0]",Center Forward,"[87.1, 34.2]",0.2631,,Blocked,Open Play,68339,
49621,f501cd8b-cab3-4e6b-8e3e-cd0033049ed2,88,Getafe,From Throw In,Getafe,Mariano Andrés Pernía,"[120.0, 43.4, 1.6]",Left Back,"[95.9, 20.3]",1.1239,,Goal,Open Play,68339,
49622,ad510442-a499-4d86-992d-e57a61694b78,91,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[109.3, 36.9, 1.3]",Right Wing,"[105.9, 34.9]",0.136828,True,Saved,Open Play,68339,
49623,54aa460c-5619-4f4a-bda6-b342a6f81de5,92,Getafe,From Free Kick,Getafe,Ángel Manuel Vivar Dorado,"[118.7, 38.3, 0.2]",Left Center Midfield,"[103.3, 38.8]",1.141037,,Saved,Open Play,68339,
49624,b0f11b62-c5d8-4ace-b78e-b941f8d82a16,9,Barcelona,From Free Kick,Barcelona,Ronaldo de Assis Moreira,"[103.2, 36.2]",Left Wing,"[93.1, 33.9]",0.3031,,Blocked,Free Kick,68348,
49625,875ce21e-4ca5-4f04-9a9d-0a5ea07f57c5,12,Barcelona,From Counter,Barcelona,José Edmílson Gomes de Moraes,"[120.0, 42.4, 6.8]",Center Defensive Midfield,"[86.1, 46.1]",1.5439,,Off T,Open Play,68348,
49626,afef4fba-3f81-4e96-8d36-130d2a3f49cb,12,Barcelona,Regular Play,Espanyol,Luis García Fernández,"[116.3, 40.0, 0.5]",Left Wing,"[75.4, 31.3]",1.402949,,Saved,Open Play,68348,
49627,d76dac17-2b8c-4f59-99d3-016b637d8ab3,13,Espanyol,From Counter,Espanyol,Raúl Tamudo Montero,"[120.0, 44.6, 6.0]",Center Forward,"[99.4, 52.7]",0.874923,,Off T,Open Play,68348,
49628,c5326731-02a3-452e-a3e2-c2dd1687bb9d,18,Espanyol,From Free Kick,Espanyol,Fredson Câmara Pereira,"[94.9, 49.4]",Left Defensive Midfield,"[92.2, 49.6]",0.0781,,Blocked,Open Play,68348,
49629,81845e4c-04ca-4243-bcf8-7adb49cd4c79,19,Espanyol,From Corner,Espanyol,Eduardo Nascimento Costa,"[94.4, 40.7]",Right Defensive Midfield,"[91.9, 40.8]",0.2311,,Blocked,Open Play,68348,True
49630,b0c1cae8-ab72-4714-8fec-56513bd91182,19,Barcelona,From Counter,Barcelona,Juliano Haus Belletti,"[113.0, 44.4, 1.0]",Right Back,"[108.2, 48.5]",0.1818,True,Saved,Open Play,68348,
49631,86c81491-ea22-4a14-90d8-fd15bdff2a1b,19,Barcelona,From Corner,Barcelona,Ronaldo de Assis Moreira,"[120.0, 44.8, 1.9]",Left Wing,"[117.8, 52.9]",0.794,,Off T,Open Play,68348,
49632,fa02a2c7-f522-45cf-af36-ebb03a1763e1,23,Barcelona,From Free Kick,Barcelona,"Samuel Eto""o Fils","[117.3, 36.3, 1.0]",Center Forward,"[82.9, 45.9]",1.684812,,Saved Off Target,Open Play,68348,
49633,412e7253-cba8-45ab-97a6-e0460f8633ac,25,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[109.6, 45.9]",Right Wing,"[107.9, 46.5]",0.1047,,Blocked,Open Play,68348,
49634,a775e8c0-0f7f-4b89-be32-14cebac085c7,33,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 37.1, 3.4]",Right Wing,"[107.4, 42.2]",1.0514,True,Off T,Open Play,68348,
49635,4e793cf1-35b2-4d6e-a67a-0d4009c73b9e,36,Espanyol,From Free Kick,Espanyol,Fredson Câmara Pereira,"[118.4, 40.9, 0.9]",Left Defensive Midfield,"[76.9, 37.8]",1.1177,,Saved,Free Kick,68348,
49636,49238e49-8de0-4a38-a1a1-b9551fd9df53,43,Barcelona,From Free Kick,Barcelona,Ronaldo de Assis Moreira,"[119.2, 42.3, 1.0]",Left Wing,"[94.0, 29.8]",0.905067,,Saved,Free Kick,68348,
49637,606e7f27-0b12-43e1-8dc1-5877a8a33fea,43,Barcelona,From Free Kick,Barcelona,Anderson Luís de Souza,"[120.0, 41.5, 0.2]",Left Center Midfield,"[96.2, 50.8]",1.5248,,Goal,Open Play,68348,
49638,72583cd0-6cf2-445d-8077-d03f8e662981,46,Barcelona,From Free Kick,Barcelona,"Samuel Eto""o Fils","[120.0, 37.3, 0.5]",Center Forward,"[105.1, 37.7]",0.570447,True,Goal,Open Play,68348,True
49639,a3c0ea77-aa66-41ae-a1b0-f8862d066c64,51,Barcelona,Regular Play,Barcelona,"Samuel Eto""o Fils","[97.2, 33.2, 0.2]",Center Forward,"[94.7, 32.1]",0.2113,,Saved,Open Play,68348,
49640,0c2232d7-f4c8-4f35-96c9-288559a258be,51,Barcelona,Regular Play,Barcelona,Anderson Luís de Souza,"[120.0, 45.3, 0.9]",Left Center Midfield,"[85.6, 37.1]",1.473828,,Off T,Open Play,68348,
49641,6c89a605-3c37-4555-bc2b-43c4fc2d5d9a,54,Barcelona,From Free Kick,Barcelona,Thiago Motta,"[120.0, 42.5, 5.8]",Right Center Midfield,"[94.4, 54.2]",1.2698,,Off T,Free Kick,68348,
49642,5dfb87b4-0cf2-4476-a2b4-2969a1c535f9,59,Espanyol,From Free Kick,Espanyol,Fredson Câmara Pereira,"[116.4, 5.7]",Left Defensive Midfield,"[108.2, 47.4]",2.814914,,Wayward,Open Play,68348,True
