,id,minute,possession_team,play_pattern,team,player,shot_end_location,position,location,duration,shot_one_on_one,shot_outcome,shot_type,match_id,under_pressure,Goal,Goal_Win
126167,a66a66fa-fdb9-44d9-a3f3-1a3ff69fdb26,93,Barcelona,From Counter,Barcelona,Luis Alberto Suárez Díaz,"[117.4, 37.1, 0.1]",Center Forward,"[111.7, 30.2]",0.433858,,Saved,Open Play,303451,,0,False
126169,22dcbc33-8ce9-4578-8935-83fda6822a1d,5,Barcelona,Regular Play,Barcelona,Antoine Griezmann,"[111.3, 28.0]",Left Wing,"[110.3, 27.2]",0.106329,,Blocked,Open Play,303664,,0,False
126171,5df3f863-f40f-4ed7-bfcf-47dda320a65e,14,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[115.1, 38.8, 1.5]",Center Forward,"[98.3, 33.2]",0.526,,Saved,Open Play,303664,,0,False
126175,17aa47e1-1949-4fb8-9997-209cfacae798,35,Barcelona,From Goal Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 42.6, 4.9]",Right Wing,"[107.1, 37.1]",1.235976,,Off T,Open Play,303664,,0,False
126177,d3b10e3b-2f1e-44c6-8049-5c9d3dae258a,37,Barcelona,From Throw In,Barcelona,Antoine Griezmann,"[120.0, 43.6, 0.5]",Left Wing,"[107.4, 32.2]",1.15701,True,Goal,Open Play,303664,,1,True
126179,8fc69145-a58a-46ef-90ed-c764a012bcaa,48,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 36.5, 0.0]",Center Forward,"[108.3, 35.8]",0.698966,,Goal,Open Play,303664,,1,True
126180,2c3acfc2-b48b-46e5-bb9b-6c454077f8f2,51,Barcelona,From Throw In,Barcelona,Antoine Griezmann,"[116.6, 35.3, 1.6]",Left Wing,"[108.3, 26.3]",0.387355,True,Saved,Open Play,303664,True,0,False
126182,0f67d4d8-2981-4c13-8e12-4bf7390cdca2,57,Barcelona,From Corner,Barcelona,Gerard Piqué Bernabéu,"[119.7, 40.6]",Right Center Back,"[117.2, 36.7]",0.638337,,Blocked,Open Play,303664,,0,False
126192,0e06e846-cdac-45a8-82e2-4bc07e5e4ace,73,Barcelona,From Corner,Barcelona,Clément Lenglet,"[120.0, 43.6, 3.4]",Left Center Back,"[114.2, 42.7]",1.913086,,Off T,Open Play,303664,True,0,False
126194,3f724955-9897-430e-b306-a6c016fa42b4,78,Barcelona,From Goal Kick,Barcelona,Ivan Rakitić,"[120.0, 46.3, 2.3]",Right Center Midfield,"[97.8, 56.2]",1.071387,,Off T,Open Play,303664,,0,False
126196,84253dce-7a28-4a47-acaa-582b0b4d6881,8,Barcelona,From Free Kick,Barcelona,Gerard Piqué Bernabéu,"[110.4, 51.1]",Right Center Back,"[107.5, 45.8]",1.712573,,Wayward,Open Play,303682,True,0,False
126197,5e270994-70a6-469d-a8dc-8de3d666eeaf,12,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 44.7, 0.2]",Right Wing,"[103.1, 39.8]",0.927384,,Off T,Open Play,303682,True,0,False
126198,75753698-08e7-4c83-9293-c534445d7184,16,Levante,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[118.4, 37.6, 0.2]",Right Wing,"[102.4, 41.8]",0.845784,,Saved,Open Play,303682,,0,False
126199,38de647b-63be-4a6f-b637-b55dfe46c14a,16,Barcelona,Regular Play,Barcelona,Antoine Griezmann,"[120.0, 32.2, 0.2]",Center Forward,"[111.5, 51.5]",2.272805,True,Off T,Open Play,303682,,0,False
126200,4d624dcf-dd93-4020-aacc-75f196d63f1c,21,Barcelona,From Throw In,Barcelona,Ivan Rakitić,"[120.0, 34.1, 6.3]",Left Center Midfield,"[94.3, 43.6]",1.085692,,Off T,Open Play,303682,,0,False
126201,22ca92d9-bb8b-449a-ae05-ab01046b4e19,24,Barcelona,From Goal Kick,Barcelona,Anssumane Fati,"[109.6, 30.1]",Left Wing,"[109.1, 29.5]",0.150298,,Blocked,Open Play,303682,True,0,False
126202,b2729ede-fb1e-4b25-8275-9d60dd175a0a,28,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[115.6, 41.0, 1.4]",Right Wing,"[105.1, 39.2]",0.502522,,Saved,Open Play,303682,,0,False
126203,4832a0e2-4ba8-4f30-bab3-44c0b0427102,29,Barcelona,Regular Play,Barcelona,Anssumane Fati,"[120.0, 38.8, 0.2]",Left Wing,"[102.0, 34.2]",1.107073,,Goal,Open Play,303682,,1,True
126204,5719f938-1d7a-4d9c-bb37-fe61599a0f45,31,Barcelona,From Counter,Barcelona,Anssumane Fati,"[120.0, 38.0, 0.2]",Left Wing,"[111.3, 29.8]",0.802515,,Goal,Open Play,303682,,1,True
126205,ab56a868-ed9b-45f2-ae76-f8b081124001,35,Barcelona,Regular Play,Barcelona,Nélson Cabral Semedo,"[120.0, 37.9, 2.8]",Right Back,"[105.6, 48.7]",0.713342,,Post,Open Play,303682,,0,False
126206,700c111c-6965-4045-a973-b5a5a93037ef,44,Barcelona,Regular Play,Barcelona,Antoine Griezmann,"[120.0, 44.7, 0.4]",Center Forward,"[116.2, 43.9]",0.411641,,Off T,Open Play,303682,,0,False
126207,c58a7c86-bb2e-4522-804a-75237a33346c,49,Barcelona,Regular Play,Barcelona,Antoine Griezmann,"[113.0, 33.0]",Center Forward,"[111.8, 32.2]",0.05102,,Blocked,Open Play,303682,,0,False
126208,9c13ea29-5b58-425d-a7b0-bc50a94d7a61,49,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[117.8, 41.1]",Right Wing,"[112.2, 43.5]",0.490282,,Blocked,Open Play,303682,,0,False
126209,31ee8cfd-5571-4c89-82da-08d035e40a4f,49,Barcelona,Regular Play,Barcelona,Sergio Busquets i Burgos,"[120.0, 43.9, 3.5]",Center Defensive Midfield,"[98.6, 36.3]",0.887619,,Off T,Open Play,303682,,0,False
126213,90a3f40f-5a95-40c1-952e-6c815b9a34ae,56,Barcelona,From Corner,Barcelona,Anssumane Fati,"[110.2, 40.6]",Left Wing,"[103.5, 43.4]",0.305031,,Blocked,Open Play,303682,,0,False
126214,c5048d2a-582b-4468-96f5-0ff0c652941a,57,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[117.9, 39.9, 0.7]",Right Wing,"[100.6, 57.8]",0.985041,,Saved,Open Play,303682,,0,False
126215,2e6ea74e-38d1-41fd-a395-1cc3f5a1e017,62,Barcelona,From Counter,Barcelona,Lionel Andrés Messi Cuccittini,"[102.8, 40.7]",Right Wing,"[96.3, 42.2]",0.251792,,Blocked,Open Play,303682,,0,False
126218,15c9a452-f2a6-4530-b261-c761c111e9a3,70,Barcelona,From Goal Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[118.0, 40.9, 1.9]",Center Forward,"[101.1, 41.9]",0.708236,,Saved,Open Play,303682,,0,False
126219,a1bf8122-b900-4c55-93ff-b65cf93b0e8f,72,Barcelona,From Throw In,Barcelona,Anssumane Fati,"[120.0, 31.3, 0.9]",Left Midfield,"[110.5, 45.3]",1.373977,,Off T,Open Play,303682,,0,False
126220,019e7171-297e-4710-879e-d2e02c074939,73,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[116.2, 47.0, 0.2]",Center Forward,"[114.6, 50.4]",0.380354,True,Saved,Open Play,303682,,0,False
126221,885a2ac6-3de3-462a-9d2c-c4134bb7f1c5,76,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[102.5, 37.5]",Center Forward,"[101.1, 37.4]",0.085987,,Blocked,Open Play,303682,,0,False
126224,3c3a5bbd-845b-40b4-aab5-7bd1a009680e,87,Barcelona,From Goal Kick,Barcelona,Ivan Rakitić,"[116.6, 37.7, 0.9]",Left Center Midfield,"[102.8, 28.9]",0.669255,,Saved,Open Play,303682,,0,False
126225,b3d00d75-17bb-404c-94f9-0415b0d94e0c,89,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 35.1, 3.5]",Center Forward,"[107.5, 32.6]",0.701476,,Off T,Open Play,303682,,0,False
126228,5c08768f-657b-4a95-aade-107ff422144c,3,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[101.8, 29.2]",Right Center Forward,"[100.3, 28.6]",0.0919,,Blocked,Open Play,303400,,0,False
126230,c963496c-9428-4af6-8aa1-1fa3ef31000b,27,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 35.1, 5.3]",Right Center Forward,"[91.6, 49.6]",1.490537,,Off T,Free Kick,303400,,0,False
126235,e953a145-49e8-458c-b712-903533d261e9,35,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[119.0, 41.4, 0.7]",Right Center Forward,"[87.7, 44.6]",1.278671,,Saved,Free Kick,303400,,0,False
126236,0aa78186-9b46-4c3d-a364-81aa1466f102,45,Barcelona,Regular Play,Barcelona,Anssumane Fati,"[120.0, 34.4, 0.5]",Right Wing Back,"[100.7, 46.8]",1.025243,,Off T,Open Play,303400,,0,False
126239,c1d306a4-9d35-47dd-80c2-89077ee8c26f,49,Barcelona,From Free Kick,Barcelona,Frenkie de Jong,"[120.0, 38.3, 0.2]",Right Center Midfield,"[108.7, 38.9]",1.025163,,Saved,Open Play,303400,True,0,False
126240,e21c020b-2f7f-4041-be3f-f2c7978efe9b,56,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[112.0, 37.1]",Right Center Forward,"[110.8, 37.1]",0.045128,,Blocked,Open Play,303400,,0,False
126241,82be98da-2f8c-4c8a-bfae-b4e134f0234c,58,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 44.6, 0.2]",Right Center Forward,"[102.0, 30.5]",0.912512,,Off T,Open Play,303400,,0,False
126242,758c9b88-d509-4e8a-98b0-1a21598f314c,67,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 42.5, 3.3]",Right Center Forward,"[102.6, 24.3]",1.273518,,Off T,Open Play,303400,,0,False
126243,40739665-cb79-4e83-b008-a8ff36ebf1a5,69,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 44.9, 2.7]",Right Center Forward,"[108.1, 43.2]",0.805775,,Off T,Open Play,303400,,0,False
126244,03a2ea54-3a61-4095-bc5b-a34f1070650d,72,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[118.9, 41.3, 1.6]",Right Center Forward,"[99.1, 29.9]",0.9344,,Saved,Free Kick,303400,,0,False
126246,ac044f6b-0b77-42ce-8d50-eb9e8d3f4e3c,85,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[118.9, 43.3, 0.2]",Right Center Forward,"[93.5, 43.0]",1.160454,,Saved,Open Play,303400,,0,False
126247,e0f0fcef-4528-4f7a-82be-bdb140a2a4b5,86,Barcelona,From Keeper,Barcelona,Ivan Rakitić,"[108.6, 41.7]",Right Center Midfield,"[103.8, 42.4]",0.259865,,Blocked,Open Play,303400,,0,False
126248,24d64308-5b20-4ab7-b3ff-5d2ffbbc54e4,91,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 40.9, 6.2]",Right Center Forward,"[93.5, 52.0]",1.330726,,Off T,Free Kick,303400,,0,False
126249,08419e8f-ba52-424b-841a-0d3113138550,92,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[118.1, 36.9, 0.9]",Right Center Forward,"[110.0, 31.5]",0.415345,,Saved,Open Play,303400,,0,False
126251,82bda53e-1be5-4387-b0f9-4c85c34505cb,6,Barcelona,Regular Play,Barcelona,Clément Lenglet,"[120.0, 44.7, 3.1]",Left Center Back,"[94.5, 25.1]",1.10705,,Off T,Open Play,303634,,0,False
126252,b99eb2fc-3b10-46da-9453-402e7cfca5e4,11,Barcelona,From Free Kick,Barcelona,Ivan Rakitić,"[99.1, 31.3]",Center Defensive Midfield,"[95.3, 27.2]",0.239721,,Wayward,Open Play,303634,True,0,False
126256,fb7e2b9c-2bb9-498e-9176-e8d266b5e5a2,21,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[119.9, 43.4, 2.8]",Right Wing,"[98.0, 57.4]",1.223267,,Post,Free Kick,303634,,0,False
126257,a359802d-df0f-41da-8422-a3781031a8a0,23,Barcelona,From Throw In,Barcelona,Anssumane Fati,"[104.0, 32.9]",Left Wing,"[102.0, 31.2]",0.15793,,Blocked,Open Play,303634,,0,False
126259,87f6e879-d189-43db-934a-a654df5096dc,31,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 43.8, 3.5]",Right Wing,"[90.7, 39.0]",1.177282,,Off T,Free Kick,303634,,0,False
126260,6b21265a-925e-4043-94ad-3c783afced33,38,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[105.3, 31.7]",Right Wing,"[103.6, 31.0]",0.016933,,Blocked,Open Play,303634,,0,False
126261,92dcd899-f897-4d7e-be42-c436c64ea716,41,Barcelona,From Throw In,Barcelona,Martin Braithwaite Christensen,"[103.4, 48.6]",Center Forward,"[102.1, 49.1]",0.110559,,Blocked,Open Play,303634,,0,False
126262,ee6f50a8-69e0-4f3f-a49d-b4b94e8d6e85,42,Barcelona,From Corner,Barcelona,Martin Braithwaite Christensen,"[120.0, 34.5, 2.1]",Center Forward,"[107.9, 28.7]",0.648382,,Off T,Open Play,303634,,0,False
126264,4830bf06-815d-4564-93b7-642ca7d43cb0,49,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 43.5, 4.2]",Right Wing,"[94.2, 43.3]",1.067867,,Off T,Free Kick,303634,,0,False
126265,92cd6f21-fcf6-4321-93b0-b1c6682b6330,50,Barcelona,From Free Kick,Barcelona,Anssumane Fati,"[120.0, 49.9, 5.3]",Left Wing,"[101.4, 31.5]",1.049357,,Off T,Open Play,303634,True,0,False
126266,228c699d-5a9c-4f4b-9fc7-3242bf64623c,53,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[117.2, 44.7, 1.4]",Right Wing,"[111.6, 51.2]",0.311994,,Saved,Open Play,303634,,0,False
126267,656b4fa1-8eaf-4a8b-bf8f-966470bd74f5,55,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[108.8, 34.9]",Right Wing,"[106.4, 34.5]",0.300756,,Blocked,Open Play,303634,,0,False
126269,41acb0bc-52ac-403e-bfc9-789c1e5911d7,61,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 36.4, 2.0]",Right Wing,"[94.5, 34.9]",1.079344,,Goal,Free Kick,303634,,1,True
126270,6a0f309b-d3ab-486b-9ba8-9f9cc022b610,64,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 48.6, 1.4]",Right Wing,"[72.4, 75.1]",2.276161,,Off T,Open Play,303634,,0,False
126271,09f31267-55c0-44e3-bfeb-4356181671aa,83,Barcelona,From Corner,Barcelona,Jordi Alba Ramos,"[120.0, 37.7, 5.7]",Left Back,"[95.1, 43.3]",0.97292,,Off T,Open Play,303634,,0,False
126272,2006368d-41f6-480a-b187-d50005b8232a,90,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[103.9, 27.5]",Center Forward,"[101.9, 25.9]",0.19271,,Blocked,Open Play,303634,,0,False
126275,53a26c0d-626a-444e-8e86-79aeeee404da,94,Barcelona,From Kick Off,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 44.1, 1.4]",Center Forward,"[114.1, 47.7]",0.331938,True,Post,Open Play,303634,,0,False
126276,56b79496-7184-4bb8-89b6-edea61b35024,96,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 40.1, 3.6]",Right Wing,"[95.0, 63.0]",1.2455,,Off T,Free Kick,303634,,0,False
126277,e9691e6d-3ccb-49c1-8598-7796361df39f,2,Barcelona,From Free Kick,Barcelona,Ricard Puig Martí,"[120.0, 43.3, 2.8]",Left Center Midfield,"[93.6, 32.2]",1.048517,,Post,Open Play,303421,,0,False
126279,0d426501-d17e-4dd8-abd0-e3f039a1738e,9,Barcelona,From Goal Kick,Barcelona,Anssumane Fati,"[120.0, 45.4, 0.7]",Left Wing,"[101.4, 28.0]",1.42528,,Off T,Open Play,303421,,0,False
126280,f4ffb58b-a155-4153-8650-4a91aa5a3457,11,Barcelona,Regular Play,Barcelona,Arturo Erasmo Vidal Pardo,"[120.0, 41.7, 2.8]",Right Center Midfield,"[110.7, 54.4]",0.384681,,Post,Open Play,303421,,0,False
126283,2c6cab4a-8c41-4356-a28e-2dc55efb10fa,15,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 36.2, 1.9]",Right Wing,"[96.7, 43.2]",0.936023,,Post,Open Play,303421,True,0,False
126284,2631da71-a158-4c7d-82ab-2425806763fd,16,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[118.2, 37.2, 1.2]",Center Forward,"[106.6, 29.9]",0.503484,True,Saved,Open Play,303421,,0,False
126285,09dd70ba-bc95-413e-92e1-020d666fc6b0,20,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 43.1, 4.6]",Right Wing,"[96.2, 49.5]",1.338275,,Off T,Free Kick,303421,,0,False
126286,0d285dcc-7406-4f5a-a358-a24d69ab501a,23,Barcelona,From Throw In,Barcelona,Anssumane Fati,"[120.0, 43.1, 0.4]",Left Wing,"[112.5, 42.7]",0.466431,,Goal,Open Play,303421,,1,True
126287,84c4afb7-4703-4797-b96e-3f67f8b638a1,26,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[108.2, 37.5, 0.2]",Center Forward,"[102.4, 37.7]",0.278727,True,Saved,Open Play,303421,,0,False
126288,dcb7134f-d234-48f3-8c12-89ccbe7c7eee,33,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 36.8, 0.2]",Right Wing,"[114.0, 35.4]",0.520052,True,Goal,Open Play,303421,,1,True
126290,224e07b8-e1c0-4107-afad-16653c3a7c31,40,Barcelona,From Free Kick,Barcelona,Arturo Erasmo Vidal Pardo,"[118.5, 37.7, 1.3]",Right Center Midfield,"[113.9, 40.1]",0.365805,True,Saved,Open Play,303421,,0,False
126291,4f834e93-22c6-4667-bd40-681c1358e85f,43,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 36.7, 0.6]",Center Forward,"[110.1, 41.3]",0.793999,True,Goal,Open Play,303421,,1,True
126292,53f46cee-43a5-4af8-9f5a-a356325309a0,44,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 45.4, 0.2]",Center Forward,"[119.3, 49.2]",0.705406,,Off T,Open Play,303421,True,0,False
126293,5df394a8-9b6f-432e-9643-2d8ec291ed6c,56,Barcelona,From Free Kick,Barcelona,Nélson Cabral Semedo,"[120.0, 36.6, 1.3]",Right Back,"[109.3, 48.5]",0.826872,,Goal,Open Play,303421,,1,True
126294,a1b9fe66-cf63-4907-9a32-84365344b2b7,74,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 42.1, 0.8]",Right Wing,"[108.2, 37.7]",0.807818,,Goal,Open Play,303421,True,1,True
126297,39a97936-7ca4-4277-8af5-464e6dde5d9b,89,Barcelona,From Free Kick,Barcelona,Martin Braithwaite Christensen,"[119.1, 43.8]",Left Wing,"[113.6, 28.6]",0.797488,,Wayward,Open Play,303421,True,0,False
126298,89d8acd7-2997-4467-8573-518aa1fb86dd,89,Barcelona,From Free Kick,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 44.7, 0.2]",Center Forward,"[118.9, 45.3]",0.124053,,Off T,Open Play,303421,,0,False
126300,5aaf2054-a1c2-44a4-bce1-44f0aad0537d,4,Barcelona,From Free Kick,Barcelona,Sergio Busquets i Burgos,"[115.1, 36.4]",Center Defensive Midfield,"[98.3, 36.4]",0.573752,,Blocked,Open Play,303493,True,0,False
126301,83a169f7-9ee3-4b48-afee-6e066c3cfe4b,9,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[116.4, 41.0, 2.3]",Right Wing,"[99.0, 27.5]",1.357776,,Saved,Open Play,303493,,0,False
126305,284bed70-86bd-4f92-98f0-8b042f15780e,14,Barcelona,From Throw In,Barcelona,Luis Alberto Suárez Díaz,"[115.9, 40.1, 0.0]",Center Forward,"[96.0, 34.6]",0.703854,,Saved,Open Play,303493,,0,False
126306,74fbe77a-1d7d-46fb-b333-d0d483813f1e,14,Barcelona,From Keeper,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 27.6, 0.2]",Center Forward,"[107.8, 54.3]",0.764129,,Off T,Open Play,303493,,0,False
126309,23b9c737-6735-45ed-ae38-18415e7cc8a3,24,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[104.9, 40.6]",Right Wing,"[102.9, 40.5]",0.151103,,Blocked,Open Play,303493,,0,False
126310,b3e20c8e-489d-4cde-9131-b9edfb103e3c,27,Barcelona,From Throw In,Barcelona,Nélson Cabral Semedo,"[120.0, 7.1, 0.2]",Right Back,"[100.3, 54.5]",2.879154,,Off T,Open Play,303493,,0,False
126312,fb64ac03-52e5-463e-b8da-a102cc7e5d86,43,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 34.5, 4.2]",Right Wing,"[96.3, 31.0]",1.048244,,Off T,Open Play,303493,,0,False
126313,95297c1f-4125-4da3-938b-533d69cd59bb,53,Barcelona,Regular Play,Barcelona,Antoine Griezmann,"[111.8, 30.7, 1.3]",Left Wing,"[109.1, 28.4]",0.185206,,Saved,Open Play,303493,,0,False
126314,d654d685-71e1-4209-8f9e-9fe7223a56e4,64,Barcelona,From Corner,Barcelona,Anssumane Fati,"[120.0, 44.0, 3.7]",Left Wing,"[112.3, 39.9]",0.82148,True,Off T,Open Play,303493,True,0,False
126315,60fd512e-25ec-488d-b083-96630dc0c9bf,70,Barcelona,From Keeper,Barcelona,Ivan Rakitić,"[120.0, 36.8, 1.4]",Center Defensive Midfield,"[109.4, 47.1]",0.793016,True,Goal,Open Play,303493,,1,True
126316,2b11c4b5-5198-4463-aff9-fa368ab1ef5b,73,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[108.5, 31.2]",Center Forward,"[105.9, 28.8]",0.106565,,Blocked,Open Play,303493,,0,False
126317,508e69b2-1d05-42e3-bd78-1d9e935bb7a9,79,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 32.6, 0.4]",Right Wing,"[103.9, 47.3]",0.726032,,Off T,Open Play,303493,,0,False
126318,209510ea-e76b-4462-b879-60a675458d9c,86,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[98.8, 40.5]",Right Wing,"[89.7, 40.4]",0.341035,,Blocked,Free Kick,303493,,0,False
126319,0eadfd3a-f3c8-4642-b424-247f40c19f97,88,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[103.0, 37.5]",Right Wing,"[97.2, 39.9]",0.155379,,Blocked,Open Play,303493,,0,False
126320,84b351c1-76ac-4095-bd1d-0afbe54d49ed,88,Barcelona,From Corner,Barcelona,Gerard Piqué Bernabéu,"[120.0, 47.5, 1.0]",Right Center Back,"[109.9, 45.1]",0.900421,,Off T,Open Play,303493,True,0,False
126322,4778ebdb-65c5-4a3c-acb1-14dd91d9f339,93,Barcelona,From Throw In,Barcelona,Arturo Erasmo Vidal Pardo,"[117.2, 42.0, 1.2]",Left Center Midfield,"[108.9, 49.9]",0.716832,,Saved,Open Play,303493,,0,False
126323,af5d3902-af41-480a-887d-3d1755728986,93,Barcelona,From Throw In,Barcelona,Anssumane Fati,"[120.0, 44.3, 0.4]",Left Wing,"[115.7, 42.6]",0.229541,,Post,Open Play,303493,,0,False
126324,c4ada3e2-9be1-4b0b-aaec-effb0c701185,95,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[104.5, 50.3]",Right Wing,"[98.5, 52.8]",0.411569,,Blocked,Free Kick,303493,,0,False
126325,a532ec75-35e6-45c8-b082-9692cc6ebcd0,0,Barcelona,From Kick Off,Barcelona,Lionel Andrés Messi Cuccittini,"[95.6, 47.3]",Right Center Forward,"[93.5, 47.7]",0.08335,,Blocked,Open Play,303680,,0,False
126326,2c92f094-1129-493d-a98e-c42a16485bf4,4,Barcelona,From Throw In,Barcelona,Sergi Roberto Carnicer,"[116.5, 40.3, 0.2]",Right Center Midfield,"[108.3, 43.9]",0.579839,,Saved,Open Play,303680,,0,False
126327,ccd68258-2b13-4460-babc-529972103694,11,Barcelona,From Corner,Barcelona,Sergi Roberto Carnicer,"[112.7, 47.3]",Right Center Midfield,"[106.4, 54.7]",0.447225,,Blocked,Open Play,303680,,0,False
126328,c3cbf907-1201-4d51-8668-f441d026d168,14,Barcelona,Regular Play,Barcelona,Arturo Erasmo Vidal Pardo,"[120.0, 36.4, 0.5]",Center Attacking Midfield,"[107.2, 51.5]",1.369391,,Goal,Open Play,303680,,1,True
126330,9c675b4e-53ca-4c42-a54a-04137ef42596,18,Barcelona,Regular Play,Barcelona,Antoine Griezmann,"[120.0, 16.0]",Left Center Forward,"[111.3, 37.9]",0.798217,,Wayward,Open Play,303680,,0,False
126332,832dc290-28e6-44af-8b41-6730c45c7adb,23,Barcelona,From Goal Kick,Barcelona,Nélson Cabral Semedo,"[115.9, 44.2, 1.3]",Right Back,"[110.0, 50.8]",0.354076,,Saved,Open Play,303680,True,0,False
126335,1a9a17ee-8cb3-4360-892b-e2ec9f79f6bc,41,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[103.9, 32.0]",Right Center Forward,"[102.7, 31.5]",0.028482,,Blocked,Open Play,303680,,0,False
126336,d97ad321-9bc4-42dd-8289-9c82dc07ffb4,48,Barcelona,From Free Kick,Barcelona,Ricard Puig Martí,"[118.1, 40.6, 0.8]",Left Center Midfield,"[100.4, 42.6]",0.150269,,Saved,Open Play,303680,,0,False
126341,be9847f6-e29f-48f5-ab05-27614535d7b6,62,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[119.5, 43.5, 2.4]",Right Center Forward,"[95.8, 55.7]",1.119034,,Saved,Free Kick,303680,,0,False
126344,bb88cd6e-6068-45a8-8af7-0cdb479c8161,75,Barcelona,From Corner,Barcelona,Gerard Piqué Bernabéu,"[118.1, 37.7, 1.0]",Center Back,"[111.5, 41.9]",1.171786,,Saved,Open Play,303680,True,0,False
126348,7c3dc079-5dba-40de-ab54-c5ec1a990256,9,Barcelona,Regular Play,Barcelona,Martin Braithwaite Christensen,"[118.3, 36.4, 0.2]",Left Wing,"[111.1, 24.5]",0.388368,,Saved,Open Play,303479,True,0,False
126349,313aa091-6d1b-445e-84a4-2f8388adef4b,14,Barcelona,From Counter,Barcelona,Martin Braithwaite Christensen,"[117.5, 43.8, 0.2]",Left Wing,"[106.2, 53.8]",0.74394,True,Saved,Open Play,303479,True,0,False
126352,191bb89a-0d23-4c0c-9e76-676efcaa6598,28,Barcelona,From Goal Kick,Barcelona,Ivan Rakitić,"[120.0, 32.4, 0.3]",Right Center Midfield,"[91.7, 40.8]",1.089187,,Off T,Open Play,303479,True,0,False
126353,4f8e5cf6-4ea2-41d1-8c04-5c0ec5885f8b,28,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[118.1, 36.0, 1.3]",Center Forward,"[115.2, 31.5]",0.387884,,Saved,Open Play,303479,,0,False
